currency_name;id;state;date;amount;currency_code;from;to;description
Tenge;5397136;EXECUTED;2022-07-21T16:19:03Z;19596;KZT;;Счет 25569934725385601792;Открытие вклада
Tugrik;1172691;EXECUTED;2023-04-21T00:30:27Z;16680;MNT;Discover 7371486584407692;Visa 1912850809746682;Перевод с карты на карту
Rial;3816954;EXECUTED;2023-07-12T07:17:14Z;15113;IRR;Mastercard 0779390643901438;Discover 4668783828424410;Перевод с карты на карту
Bolivar;1115479;EXECUTED;2022-11-03T06:23:49Z;28549;VEF;Visa 2234673351461808;Discover 8286223268046522;Перевод с карты на карту
Yuan Renminbi;3608868;EXECUTED;2021-06-05T11:59:34Z;18752;CNY;;Счет 73120542396767708836;Открытие вклада
Rupiah;2074365;EXECUTED;2023-04-07T09:09:48Z;22783;IDR;Счет 83958852406794860056;Счет 50403808755195424067;Перевод со счета на счет
Peso;4344770;EXECUTED;2023-07-24T06:21:28Z;24497;ARS;;Счет 04632312571739747234;Открытие вклада
Zloty;4142709;CANCELED;2023-11-04T16:13:58Z;26298;PLN;American Express 7164787681212152;Discover 5946968533326136;Перевод с карты на карту
Yuan Renminbi;4830470;EXECUTED;2022-01-02T16:10:43Z;18194;CNY;Mastercard 2661608337289511;Счет 36507467159444354473;Перевод организации
Yuan Renminbi;801626;EXECUTED;2020-08-16T02:54:59Z;14038;CNY;Счет 78411542692374392745;Счет 76706659970984524363;Перевод со счета на счет
Rupiah;3701103;PENDING;2020-08-26T03:30:45Z;27435;IDR;Mastercard 9762476852200502;Visa 1032017250021833;Перевод с карты на карту
Ruble;1986491;PENDING;2021-03-26T02:43:49Z;27106;BYR;;Счет 49835166076184371589;Открытие вклада
Rupiah;3777090;CANCELED;2022-09-19T20:38:14Z;28646;IDR;;Счет 24254868847634678369;Открытие вклада
Euro;1076444;EXECUTED;2020-03-03T09:19:50Z;23856;EUR;Visa 9392876073616476;Mastercard 0195931751322283;Перевод с карты на карту
Real;2882437;CANCELED;2022-01-20T00:38:57Z;15311;BRL;American Express 0865667001254798;Счет 56406067403495010703;Перевод организации
Shekel;16395;EXECUTED;2020-03-23T12:43:03Z;32941;ILS;;Счет 70854356068740301099;Открытие вклада
Yuan Renminbi;4060243;EXECUTED;2023-01-26T15:15:48Z;32488;CNY;American Express 9141122460759501;Счет 01387538487945252949;Перевод организации
Ruble;2424241;EXECUTED;2023-02-08T11:58:12Z;17867;RUB;Visa 1563074999448104;Visa 6133882980108564;Перевод с карты на карту
Koruna;4580223;EXECUTED;2021-09-21T01:18:35Z;16613;CZK;Mastercard 7651776096059755;Discover 1722974656780715;Перевод с карты на карту
Bolivar;5128712;EXECUTED;2020-09-14T22:50:27Z;14947;VEF;American Express 5474663476048245;Visa 8221561170222993;Перевод с карты на карту
Rupiah;5229572;PENDING;2022-12-17T16:11:08Z;18347;IDR;Mastercard 7491706274351135;Discover 7569170634837533;Перевод с карты на карту
Yuan Renminbi;2812198;PENDING;2020-06-02T03:22:54Z;31822;CNY;Discover 0632158083785792;American Express 0532003528871708;Перевод с карты на карту
Manat;3682775;EXECUTED;2020-01-01T05:03:33Z;12764;AZN;American Express 2957863070974974;American Express 6990780344978331;Перевод с карты на карту
Dollar;5459996;EXECUTED;2021-07-04T17:43:12Z;11973;USD;;Счет 90251122400794049634;Открытие вклада
Guarani;2564561;EXECUTED;2021-07-31T23:55:33Z;27035;PYG;American Express 1927325026702568;Discover 8802495454923266;Перевод с карты на карту
Dollar;2084085;EXECUTED;2020-05-01T04:34:24Z;20020;USD;Discover 7301255668002546;Счет 70554407066800817533;Перевод организации
Peso;1187701;EXECUTED;2020-07-05T11:38:23Z;18807;PHP;;Счет 55596961601037529924;Открытие вклада
Euro;1288080;EXECUTED;2022-07-02T01:17:30Z;14434;EUR;American Express 5118336433831524;Mastercard 3649217452225661;Перевод с карты на карту
Rupee;607117;EXECUTED;2021-12-28T23:16:52Z;20745;PKR;Discover 8287133728989196;Mastercard 9809571107102793;Перевод с карты на карту
Yuan Renminbi;3895726;EXECUTED;2022-01-25T01:38:27Z;34202;CNY;Visa 0951447257238560;Discover 7070235889508113;Перевод с карты на карту
Rupiah;115625;PENDING;2023-02-12T22:23:02Z;17130;IDR;Mastercard 0149845709452157;Счет 77767569336476668437;Перевод организации
Baht;1369925;EXECUTED;2021-01-02T03:01:35Z;24961;THB;;Счет 84965289194937738806;Открытие вклада
Euro;1991514;EXECUTED;2020-01-27T04:12:56Z;21762;EUR;Счет 09809186102982283517;Счет 97244687605159972750;Перевод со счета на счет
Pound;238940;EXECUTED;2020-08-31T14:49:50Z;23585;LBP;American Express 1650629536641392;Visa 8796353859293845;Перевод с карты на карту
Tala;5000258;EXECUTED;2021-03-21T17:24:23Z;18062;WST;American Express 5594284442642265;Discover 1874214387485929;Перевод с карты на карту
Rupiah;90523;PENDING;2020-09-10T15:31:05Z;32773;IDR;Discover 2856040699058042;Visa 6194726895133398;Перевод с карты на карту
Koruna;138181;EXECUTED;2020-03-14T06:16:19Z;20935;CZK;Mastercard 4532063215315387;Счет 02892491554751008131;Перевод организации
Rupiah;2234563;CANCELED;2020-07-08T20:25:07Z;34169;IDR;Discover 3703595948323940;American Express 5760801854747761;Перевод с карты на карту
Peso;1646281;CANCELED;2020-06-15T16:01:50Z;15597;MXN;Счет 42117531447577070532;Счет 26244566198048197751;Перевод со счета на счет
Real;2203210;EXECUTED;2023-05-24T09:38:21Z;29403;BRL;Счет 15101968716610264498;Счет 02503174541700223407;Перевод со счета на счет
Yuan Renminbi;362354;CANCELED;2020-02-19T21:52:51Z;17975;CNY;Visa 5583164439876025;Счет 03065081289312518155;Перевод организации
Tugrik;1320086;EXECUTED;2021-05-01T11:33:24Z;19325;MNT;Mastercard 9318083135355892;Mastercard 3064564425698585;Перевод с карты на карту
Ruble;4809278;CANCELED;2020-08-31T00:52:19Z;14438;RUB;;Счет 75647434231761535859;Открытие вклада
Franc;1428564;PENDING;2023-02-15T17:39:03Z;14411;XAF;Visa 6741609188063628;Discover 0163518015691189;Перевод с карты на карту
Quetzal;150810;EXECUTED;2021-09-19T22:30:03Z;17883;GTQ;Discover 7422542825195073;Discover 8192855706140222;Перевод с карты на карту
Yuan Renminbi;2129219;PENDING;2023-08-05T18:50:52Z;29187;CNY;Visa 1543704869759627;Mastercard 7023874989167897;Перевод с карты на карту
Euro;4889361;EXECUTED;2023-01-02T06:33:42Z;31796;EUR;;Счет 69818902028881848522;Открытие вклада
Euro;2467093;EXECUTED;2020-02-07T13:19:46Z;30188;EUR;Mastercard 1403201560489918;American Express 0122814815907249;Перевод с карты на карту
Lev;1492062;EXECUTED;2021-03-18T01:14:00Z;13396;BGN;Mastercard 0320583899846520;Discover 7912469478018187;Перевод с карты на карту
Dollar;5236832;EXECUTED;2021-08-15T01:30:26Z;22020;USD;Счет 77238422057991844194;Счет 03874272077186529593;Перевод со счета на счет
Yuan Renminbi;431836;EXECUTED;2021-08-11T01:08:26Z;31185;CNY;Mastercard 7813757072710417;Visa 3056959335435379;Перевод с карты на карту
Zloty;3673457;EXECUTED;2020-04-08T01:17:37Z;22938;PLN;;Счет 88915838552142189604;Открытие вклада
Koruna;2820553;EXECUTED;2020-02-26T00:09:46Z;22892;CZK;American Express 8025488368550082;Discover 7955892722142061;Перевод с карты на карту
Yuan Renminbi;1087321;CANCELED;2021-04-01T13:25:12Z;31665;CNY;Счет 85505792950274074980;Счет 20625919928182068030;Перевод со счета на счет
Ruble;307426;CANCELED;2023-08-17T22:30:01Z;13875;RUB;American Express 1495416283887670;Mastercard 5120967507423143;Перевод с карты на карту
Yuan Renminbi;1559251;EXECUTED;2023-01-04T17:25:45Z;15143;CNY;Discover 3114290257354570;Visa 1605498690358180;Перевод с карты на карту
Real;5059314;EXECUTED;2022-01-26T14:38:56Z;27070;BRL;Discover 7975889442236337;Счет 46311443861037441020;Перевод организации
Rupee;1409572;EXECUTED;2023-06-23T11:29:13Z;19585;PKR;Mastercard 7907519102184670;Visa 8591751470306305;Перевод с карты на карту
Yen;2575424;EXECUTED;2021-02-18T06:32:12Z;29845;JPY;Discover 7814444345336236;Visa 6064346919363782;Перевод с карты на карту
Yuan Renminbi;619185;EXECUTED;2022-06-16T01:38:12Z;29991;CNY;American Express 0550078504318437;American Express 1833184728223095;Перевод с карты на карту
Ruble;4478667;EXECUTED;2022-01-24T18:37:10Z;21372;BYR;Visa 7051457459988808;Discover 2501497574445818;Перевод с карты на карту
Koruna;5074110;CANCELED;2020-05-20T15:02:37Z;29020;CZK;American Express 9399768066615898;Visa 4195004679996720;Перевод с карты на карту
Yuan Renminbi;601829;PENDING;2023-09-22T05:05:42Z;31130;CNY;Discover 0930552143364376;American Express 5163534531737636;Перевод с карты на карту
Quetzal;565371;CANCELED;2022-03-23T13:07:18Z;12762;GTQ;Mastercard 2976190703960377;Mastercard 8518120706185143;Перевод с карты на карту
Yuan Renminbi;330792;EXECUTED;2020-12-08T20:13:38Z;32420;CNY;Discover 1735258541103974;Visa 1863773882769382;Перевод с карты на карту
Ruble;3509294;EXECUTED;2021-04-03T15:01:44Z;27792;BYR;;Счет 07897087098869202535;Открытие вклада
Euro;1050509;EXECUTED;2020-07-22T07:41:40Z;22402;EUR;;Счет 25578184373685264328;Открытие вклада
Euro;1494919;EXECUTED;2023-04-17T13:59:43Z;16166;EUR;Discover 1375089413702188;Discover 4035139949715830;Перевод с карты на карту
Peso;4336409;EXECUTED;2022-01-13T07:58:29Z;24599;PHP;Mastercard 9047861778003535;Discover 6288244463354818;Перевод с карты на карту
Dinar;4255800;CANCELED;2022-08-19T19:10:19Z;29169;RSD;Счет 52268170672624658174;Счет 23003631557868241657;Перевод со счета на счет
Euro;4266692;PENDING;2022-10-27T14:51:32Z;11180;EUR;Mastercard 4407294553976321;Счет 35208387182106672186;Перевод организации
Rupiah;1965898;EXECUTED;2020-06-14T11:06:12Z;28586;IDR;Discover 9300246106782997;Visa 7746456286862564;Перевод с карты на карту
Hryvnia;2474098;CANCELED;2021-03-29T20:29:29Z;20952;UAH;Discover 4755668440632535;American Express 2601476649031287;Перевод с карты на карту
Euro;814363;PENDING;2020-01-29T07:06:41Z;29906;EUR;American Express 0248447631215432;American Express 3856315470030794;Перевод с карты на карту
Dollar;3074774;EXECUTED;2020-10-21T20:07:06Z;17088;USD;American Express 2497513552832457;Счет 92571273209380303025;Перевод организации
Peso;3838918;CANCELED;2022-04-20T05:31:29Z;28351;COP;American Express 6428501447176146;American Express 4139900485120047;Перевод с карты на карту
Rupee;4196171;EXECUTED;2020-05-21T10:51:31Z;15137;PKR;;Счет 43500726495211021797;Открытие вклада
Yuan Renminbi;1340718;EXECUTED;2020-06-24T02:13:23Z;33464;CNY;Discover 9061487867676971;American Express 9287020497295725;Перевод с карты на карту
Peso;3561016;EXECUTED;2023-07-28T00:15:07Z;31577;ARS;Visa 6604901333453273;Счет 95344283198802811005;Перевод организации
Leu;3167437;PENDING;2022-05-01T02:30:46Z;25367;MDL;Discover 6290853444919537;American Express 3907611664671296;Перевод с карты на карту
Peso;1424715;EXECUTED;2023-01-14T20:49:50Z;13851;PHP;Mastercard 8846870943798520;American Express 7124948715934401;Перевод с карты на карту
Euro;2741426;EXECUTED;2021-06-25T05:46:42Z;20848;EUR;Visa 0928754152447555;American Express 7859387308732251;Перевод с карты на карту
Rupee;4697323;EXECUTED;2023-02-04T01:36:48Z;28177;LKR;;Счет 54638328431363284901;Открытие вклада
Yuan Renminbi;2574144;EXECUTED;2021-10-22T08:21:32Z;29469;CNY;Visa 4182314025573942;Visa 0314171426556302;Перевод с карты на карту
Peso;256802;EXECUTED;2021-07-26T11:37:02Z;14005;PHP;Счет 41872172053209429751;Счет 60961117326649084348;Перевод со счета на счет
Rand;2258909;PENDING;2023-06-05T00:33:41Z;27030;ZAR;Счет 95883985429884067440;Счет 98017798502227556609;Перевод со счета на счет
Rupee;1905267;CANCELED;2021-12-09T15:56:48Z;17142;LKR;Discover 9334718667210447;American Express 6044766534199689;Перевод с карты на карту
Hryvnia;2449358;PENDING;2023-03-21T15:22:20Z;28671;UAH;Счет 09503816595143782708;Счет 88842829646860865403;Перевод со счета на счет
Shilling;4848905;CANCELED;2022-06-12T17:58:14Z;18896;KES;Счет 08713233349137452417;Счет 85182363309273240473;Перевод со счета на счет
Rupee;3898457;EXECUTED;2023-05-05T21:32:39Z;12263;LKR;American Express 7708414735409406;Discover 5916736794483595;Перевод с карты на карту
Rupiah;5202660;EXECUTED;2020-02-19T16:38:36Z;14039;IDR;Discover 4802760303984247;American Express 6703072481261620;Перевод с карты на карту
Peso;3908902;EXECUTED;2021-01-26T07:34:08Z;28598;PHP;Discover 8056231335821077;American Express 9921565845398134;Перевод с карты на карту
Rupiah;512319;EXECUTED;2021-08-25T20:39:45Z;28711;IDR;;Счет 27240124973730908931;Открытие вклада
Yuan Renminbi;2303658;EXECUTED;2020-12-28T09:07:31Z;17757;CNY;American Express 4240969466873537;Discover 8281820606169707;Перевод с карты на карту
Peso;1463688;PENDING;2021-12-08T14:12:06Z;18989;PHP;American Express 7431983574131577;Счет 08858102338416536409;Перевод организации
Euro;2024662;EXECUTED;2020-07-09T01:54:08Z;26507;EUR;American Express 8506303667034018;Discover 4328162425582001;Перевод с карты на карту
Yuan Renminbi;4537540;EXECUTED;2020-01-30T16:47:17Z;32157;CNY;Discover 5677749065781466;Discover 7714928532024469;Перевод с карты на карту
Sol;257014;CANCELED;2021-03-02T07:02:25Z;16323;PEN;Счет 28765584888735592689;Счет 25520870428933621032;Перевод со счета на счет
Real;2440761;EXECUTED;2020-02-07T02:57:37Z;13889;BRL;Visa 8458961196608130;Visa 4931369879399209;Перевод с карты на карту
Dollar;605794;CANCELED;2023-04-15T18:28:09Z;20127;JMD;Discover 0011383679627595;Mastercard 5528267222821371;Перевод с карты на карту
Ruble;5466732;EXECUTED;2022-08-12T00:55:39Z;26278;RUB;Mastercard 0560253835243874;Счет 44603300489524463522;Перевод организации
Baht;5423189;EXECUTED;2021-12-05T09:21:56Z;13959;THB;Visa 3956060514936768;Mastercard 3740396404833943;Перевод с карты на карту
Kip;2720233;EXECUTED;2022-02-01T03:46:37Z;27395;LAK;Discover 5925462451147812;American Express 5379231383620019;Перевод с карты на карту
Peso;2276933;EXECUTED;2021-11-03T16:51:03Z;14364;PHP;;Счет 78173693100433607832;Открытие вклада
Yuan Renminbi;3277274;CANCELED;2020-05-23T16:04:15Z;13240;CNY;Счет 30139263925380582666;Счет 51553376760838962649;Перевод со счета на счет
Ruble;1083434;EXECUTED;2023-08-28T08:03:34Z;27895;RUB;Счет 01411847038697732472;Счет 67457374082601064845;Перевод со счета на счет
Rupiah;2926627;EXECUTED;2021-12-30T08:18:07Z;29548;IDR;Mastercard 4913627837898951;American Express 0154962229031758;Перевод с карты на карту
Ruble;1652868;CANCELED;2020-11-12T21:50:44Z;31742;RUB;;Счет 44859048793086957451;Открытие вклада
Yuan Renminbi;1191321;EXECUTED;2020-11-09T22:35:44Z;17866;CNY;Visa 5920439951165792;Visa 5130770931187437;Перевод с карты на карту
Yen;290578;EXECUTED;2022-09-06T22:28:49Z;20989;JPY;Счет 67525846180338404655;Счет 72348438311942897825;Перевод со счета на счет
Sol;3716235;EXECUTED;2020-04-05T20:13:23Z;17014;PEN;Discover 4907907564924284;Счет 72148599637015053504;Перевод организации
Sol;2776423;EXECUTED;2021-09-07T11:03:01Z;25950;PEN;;Счет 21094610706059339466;Открытие вклада
Real;3821850;PENDING;2023-08-10T16:09:29Z;23816;BRL;;Счет 82229490370109855587;Открытие вклада
Hryvnia;1432920;EXECUTED;2020-08-26T10:08:21Z;25394;UAH;Discover 2357184831887496;Discover 5381626603958491;Перевод с карты на карту
Rupiah;3661532;EXECUTED;2022-06-22T12:12:01Z;28790;IDR;;Счет 19169214016747118289;Открытие вклада
Kwacha;1786943;PENDING;2022-10-07T02:51:25Z;29551;ZMW;Discover 1321143733747621;American Express 8378555854465389;Перевод с карты на карту
Peso;4176056;EXECUTED;2020-07-13T10:28:32Z;33877;COP;;Счет 94688066950276088143;Открытие вклада
Real;2467622;PENDING;2023-07-31T16:18:52Z;15845;BRL;American Express 3407907218075851;Discover 3920809225480647;Перевод с карты на карту
Naira;4111681;EXECUTED;2022-04-20T07:42:36Z;30878;NGN;Mastercard 7711393366407144;American Express 9408056789021910;Перевод с карты на карту
Dollar;2745451;EXECUTED;2021-07-08T22:48:29Z;29052;AUD;Discover 7920307563081485;Visa 8732100327830432;Перевод с карты на карту
Euro;1099855;EXECUTED;2022-02-22T03:41:42Z;28578;EUR;American Express 6032817654066512;American Express 8822340666949848;Перевод с карты на карту
Yuan Renminbi;1752228;CANCELED;2020-02-17T03:03:18Z;24211;CNY;American Express 5974809447701015;Discover 9699461784742993;Перевод с карты на карту
Yuan Renminbi;4687153;CANCELED;2022-02-18T05:35:26Z;33948;CNY;Mastercard 8482559152617933;American Express 7494220557248997;Перевод с карты на карту
Dollar;1504864;CANCELED;2020-09-08T00:06:07Z;34422;USD;Visa 0365556460113750;Visa 6448466160576433;Перевод с карты на карту
Krona;3770452;EXECUTED;2023-07-22T16:18:18Z;21152;SEK;Mastercard 3140597335288890;American Express 9908404163185145;Перевод с карты на карту
Zloty;3623842;EXECUTED;2020-05-09T08:26:06Z;30421;PLN;Discover 6991179184050426;Discover 6952854414561367;Перевод с карты на карту
Yuan Renminbi;2164624;EXECUTED;2020-12-05T22:39:27Z;21067;CNY;;Счет 78810765517490389015;Открытие вклада
Tenge;3643769;EXECUTED;2022-08-12T23:49:32Z;32077;KZT;Mastercard 7461376970924145;Mastercard 7372925247389798;Перевод с карты на карту
Krona;1674195;EXECUTED;2021-03-26T05:20:39Z;31823;SEK;;Счет 78838348029047716124;Открытие вклада
Peso;2908319;EXECUTED;2023-05-20T05:03:33Z;31731;PHP;Visa 4788542644524886;Mastercard 7274431953773214;Перевод с карты на карту
Euro;3118997;CANCELED;2023-09-30T03:46:57Z;34220;EUR;American Express 5115006075379817;American Express 8265418616062151;Перевод с карты на карту
Rupee;1022994;CANCELED;2021-08-17T05:15:41Z;11331;PKR;Mastercard 3113944903387149;American Express 1186138814057388;Перевод с карты на карту
Tugrik;4457487;CANCELED;2020-01-15T19:07:36Z;23280;MNT;American Express 4954038323651056;Mastercard 2676113964503996;Перевод с карты на карту
Yuan Renminbi;3145937;EXECUTED;2023-04-25T19:00:38Z;19592;CNY;Visa 8449851710423260;American Express 5256429211851168;Перевод с карты на карту
Euro;1399149;EXECUTED;2022-12-09T04:42:49Z;19005;EUR;American Express 2535946137344890;American Express 7878469131055650;Перевод с карты на карту
Zloty;659449;EXECUTED;2022-07-21T08:27:12Z;29628;PLN;American Express 0033661815914770;Discover 2875623142945723;Перевод с карты на карту
Rupiah;2222794;CANCELED;2022-11-24T07:31:04Z;23733;IDR;Visa 4111248292368676;American Express 0998782038537824;Перевод с карты на карту
Euro;4121246;EXECUTED;2022-07-01T21:12:38Z;29932;EUR;;Счет 13006664890816299437;Открытие вклада
Ruble;3205257;PENDING;2022-04-11T00:30:44Z;11280;RUB;Mastercard 5612504218607911;Счет 96692813169753520384;Перевод организации
Rupiah;1628992;EXECUTED;2020-10-08T15:44:36Z;16556;IDR;American Express 7663041223111384;Счет 25283916312850549543;Перевод организации
Real;107193;EXECUTED;2023-10-08T17:11:11Z;29971;BRL;American Express 5488183740840861;Счет 13958170691777711390;Перевод организации
Hryvnia;1262968;EXECUTED;2020-03-17T04:51:14Z;14676;UAH;;Счет 01445438824868374536;Открытие вклада
Ruble;2455265;EXECUTED;2021-09-06T03:06:29Z;33345;RUB;Visa 7986449445672194;Visa 8862361645542151;Перевод с карты на карту
Yuan Renminbi;4703640;EXECUTED;2020-07-10T17:47:46Z;20082;CNY;American Express 2340389520146363;American Express 5488197986784002;Перевод с карты на карту
Krona;674820;EXECUTED;2020-07-16T19:00:47Z;17607;SEK;Mastercard 5632475793405268;Discover 2198402259378148;Перевод с карты на карту
Euro;749001;EXECUTED;2021-04-03T18:53:52Z;18446;EUR;American Express 9043379349291742;Visa 6734468399621149;Перевод с карты на карту
Yuan Renminbi;3448190;EXECUTED;2023-07-30T23:20:10Z;26937;CNY;Счет 23591683554880539140;Счет 30047902660658713898;Перевод со счета на счет
Ngultrum;1846509;CANCELED;2021-09-22T19:39:50Z;16025;BTN;Счет 87650212093435978042;Счет 88986313155107149387;Перевод со счета на счет
Rupiah;2351574;EXECUTED;2022-06-18T02:52:00Z;26252;IDR;Visa 5877948267549795;Счет 45991169582465000675;Перевод организации
Yuan Renminbi;4124955;EXECUTED;2020-01-01T14:34:00Z;34119;CNY;Visa 4485542637612146;Счет 28542261928514137912;Перевод организации
Yuan Renminbi;5080347;EXECUTED;2023-01-28T07:44:09Z;21741;CNY;Discover 3148657422735848;Visa 3531923246621737;Перевод с карты на карту
Rupiah;2750091;EXECUTED;2021-03-15T09:04:23Z;23953;IDR;Mastercard 9726214609905094;American Express 9117693244477013;Перевод с карты на карту
Som;1029909;EXECUTED;2020-07-12T10:21:11Z;29357;KGS;American Express 5060769722075972;Mastercard 7442868037870578;Перевод с карты на карту
Yuan Renminbi;4713899;EXECUTED;2022-10-29T04:47:55Z;24299;CNY;Discover 0096291091971012;Mastercard 3918422798407710;Перевод с карты на карту
Real;3437337;EXECUTED;2023-08-08T07:05:32Z;27239;BRL;Счет 85028039809000745596;Счет 93735448522750215910;Перевод со счета на счет
Boliviano;3271227;CANCELED;2022-10-15T19:35:15Z;23300;BOB;American Express 2353494297843177;Visa 0169427636631773;Перевод с карты на карту
Rupiah;3714136;EXECUTED;2022-09-22T21:04:05Z;34030;IDR;Visa 8509767497118281;Счет 89916599527931321142;Перевод организации
Krona;4932037;EXECUTED;2020-12-26T20:41:46Z;27132;SEK;American Express 1135209661512054;Discover 2148086910358730;Перевод с карты на карту
Ruble;911993;EXECUTED;2023-06-17T05:36:39Z;16143;RUB;Mastercard 8924432019137202;Visa 5653663363322651;Перевод с карты на карту
Dinar;996301;EXECUTED;2023-10-24T00:22:54Z;32838;RSD;Discover 3595983819978041;Mastercard 5094433509234071;Перевод с карты на карту
Franc;1856452;EXECUTED;2023-10-21T17:16:40Z;16052;XPF;Счет 58447978502952220637;Счет 26794278440973612624;Перевод со счета на счет
Baht;166528;CANCELED;2022-07-26T01:19:02Z;25831;THB;Mastercard 9100642498698976;Visa 7680023012279029;Перевод с карты на карту
Sol;875279;EXECUTED;2021-03-31T07:05:45Z;17762;PEN;Счет 08024275394165963392;Счет 65395379664129945943;Перевод со счета на счет
Peso;1305319;EXECUTED;2022-05-28T20:39:49Z;11859;PHP;;Счет 05488215386456215797;Открытие вклада
Rupiah;1179192;EXECUTED;2023-02-01T18:24:24Z;31165;IDR;Mastercard 6237235080196532;American Express 6848159166422711;Перевод с карты на карту
Euro;4873060;EXECUTED;2020-03-10T04:09:05Z;22891;EUR;;Счет 58896721019562517875;Открытие вклада
Krona;3764947;EXECUTED;2021-12-06T10:06:16Z;22001;SEK;American Express 2138751179037873;American Express 6594218260651579;Перевод с карты на карту
Franc;2470330;EXECUTED;2022-06-09T09:00:48Z;24205;XAF;Discover 0518993866456535;Счет 13244999565837460512;Перевод организации
Guarani;5168612;EXECUTED;2021-08-16T03:23:02Z;22601;PYG;Mastercard 7872172539319387;Mastercard 4428080658459127;Перевод с карты на карту
Naira;5446511;EXECUTED;2020-08-01T20:30:10Z;15001;NGN;;Счет 63420103832984795746;Открытие вклада
Krone;772513;EXECUTED;2023-05-10T00:15:51Z;23927;DKK;American Express 0625422581162252;Mastercard 2219835468859604;Перевод с карты на карту
Rupiah;1377941;EXECUTED;2022-07-17T15:49:56Z;14903;IDR;Счет 21697008883806421486;Счет 83571650364414725396;Перевод со счета на счет
Zloty;2284533;EXECUTED;2021-05-05T16:23:18Z;16099;PLN;American Express 3498679127429767;Discover 9390497828979370;Перевод с карты на карту
Hryvnia;3248813;EXECUTED;2021-08-25T15:50:45Z;13537;UAH;Счет 27052021457353708294;Счет 67281910035650059630;Перевод со счета на счет
Peso;5384680;EXECUTED;2020-11-02T22:58:37Z;28338;DOP;;Счет 40931594816690552449;Открытие вклада
Forint;1932532;PENDING;2020-02-19T00:17:13Z;25246;HUF;Discover 6177546839517597;American Express 9695664158183113;Перевод с карты на карту
Yuan Renminbi;1181278;EXECUTED;2022-02-17T16:36:03Z;33799;CNY;Mastercard 5399424228705413;Счет 64311387869505113259;Перевод организации
Rial;4618366;EXECUTED;2021-10-02T16:37:15Z;32895;IRR;Discover 9504054397816679;Visa 9356101162600747;Перевод с карты на карту
Yuan Renminbi;504065;EXECUTED;2020-12-08T01:53:06Z;20830;CNY;Visa 4474260412059585;American Express 3885743543560168;Перевод с карты на карту
Rupiah;4218442;EXECUTED;2023-10-26T15:58:59Z;19081;IDR;Mastercard 8423820873202994;Mastercard 1914190112400738;Перевод с карты на карту
Yuan Renminbi;5304048;EXECUTED;2023-03-30T22:12:55Z;27613;CNY;Discover 2999253587342870;Visa 1469410786163922;Перевод с карты на карту
Rupiah;1571220;CANCELED;2020-12-19T08:13:31Z;27648;IDR;;Счет 54298144459538363930;Открытие вклада
Koruna;1051611;EXECUTED;2021-12-30T20:54:47Z;27149;CZK;American Express 6070644558943271;Mastercard 9756372097692865;Перевод с карты на карту
Real;3769002;EXECUTED;2022-02-03T18:38:48Z;32241;BRL;Visa 9667993299168123;Mastercard 5120020478330603;Перевод с карты на карту
Yuan Renminbi;2383571;EXECUTED;2020-07-16T17:07:31Z;34060;CNY;Mastercard 1203448840223648;Visa 0756904087653616;Перевод с карты на карту
Zloty;1730337;EXECUTED;2023-10-17T18:03:30Z;12141;PLN;Discover 6351372085649953;Visa 1946544706956275;Перевод с карты на карту
Dollar;3236978;EXECUTED;2023-02-07T04:25:44Z;12642;USD;Mastercard 4156625376917975;American Express 6573309743396617;Перевод с карты на карту
Rupiah;1224883;EXECUTED;2021-06-22T00:31:15Z;14279;IDR;Discover 9952069969958241;American Express 1173862827245527;Перевод с карты на карту
Peso;1286821;CANCELED;2020-06-30T16:04:28Z;25749;PHP;Mastercard 1063924150626199;Visa 5760277128032153;Перевод с карты на карту
Rupiah;3675721;EXECUTED;2021-05-19T20:27:13Z;16054;IDR;Visa 6235501917288326;Счет 89547657468475189009;Перевод организации
Yuan Renminbi;2567615;EXECUTED;2020-12-21T12:55:29Z;32703;CNY;American Express 2045844890062629;Discover 6588043547078504;Перевод с карты на карту
Franc;4541322;PENDING;2022-05-05T05:55:12Z;11483;XOF;American Express 0478677534311566;American Express 8772778718443997;Перевод с карты на карту
Dollar;4288653;CANCELED;2021-02-22T11:16:51Z;30172;NZD;;Счет 43468697731814786967;Открытие вклада
Rupiah;2619900;EXECUTED;2021-07-04T23:29:14Z;27703;IDR;Visa 0356802789974656;Mastercard 3976095505394275;Перевод с карты на карту
Euro;3854837;EXECUTED;2023-08-11T04:42:10Z;29981;EUR;Счет 55984099228760844878;Счет 41457533849518487584;Перевод со счета на счет
Marka;1273972;CANCELED;2023-04-12T06:16:15Z;11923;BAM;;Счет 14031498096999995049;Открытие вклада
Dollar;4538792;EXECUTED;2023-01-01T14:34:59Z;11989;USD;Discover 6932648322353834;Счет 77425389734083474514;Перевод организации
Real;1997723;EXECUTED;2022-06-21T22:29:17Z;16734;BRL;;Счет 33299963341948709773;Открытие вклада
Euro;4027471;CANCELED;2022-08-29T06:29:06Z;19617;EUR;Счет 59307939129536648186;Счет 55406698601918402207;Перевод со счета на счет
Pound;4858178;EXECUTED;2020-02-12T03:25:39Z;20073;SYP;American Express 0223778933712169;Discover 5209382187746158;Перевод с карты на карту
Zloty;3055091;EXECUTED;2023-11-10T23:50:55Z;23211;PLN;Счет 15909625020513310297;Счет 90621941572206379881;Перевод со счета на счет
